latent_dimension,standardized_coefficient_years_per_sd,absolute_standardized_coefficient,original_scale_coefficient,absolute_rank
653,-0.28378686,0.28378686,-11.79430406673822,968
1057,0.28376946,0.28376946,14.0792039590137,969
326,-0.28366497,0.28366497,-12.211516694059066,970
831,0.28346398,0.28346398,11.383796084106722,971
1167,0.28318334,0.28318334,14.568023121025625,972
683,-0.2787423,0.2787423,-11.181770453843212,973
479,-0.27861074,0.27861074,-11.583526908755598,974
821,0.27787194,0.27787194,11.625739531587687,975
1496,-0.2778606,0.2778606,-15.004195528026116,976
964,0.27777112,0.27777112,12.46291300704208,977
835,-0.27743796,0.27743796,-11.30198469874907,978
810,0.27736273,0.27736273,11.724382741589208,979
1148,-0.27728522,0.27728522,-11.901085610577226,980
335,-0.27648577,0.27648577,-11.12115472416794,981
1499,-0.27605,0.27605,-15.153612364018155,982
1054,0.27574548,0.27574548,13.792969618499031,983
199,0.2750069,0.2750069,11.407214604176664,984
379,0.27476805,0.27476805,12.42470870993156,985
1188,-0.27371785,0.27371785,-11.715379394832114,986
1408,-0.27327502,0.27327502,-13.631560903684091,987
1209,-0.27316695,0.27316695,-15.266891895306705,988
120,-0.27225333,0.27225333,-11.279761259013753,989
1458,-0.2707148,0.2707148,-13.55045181301977,990
28,0.27061084,0.27061084,10.681942280300639,991
22,-0.2704744,0.2704744,-11.29001410217124,992
795,-0.2703446,0.2703446,-10.771016277929444,993
1224,-0.26813054,0.26813054,-11.419289694867734,994
155,-0.26804563,0.26804563,-11.080445543887771,995
725,-0.26735184,0.26735184,-11.069063740058299,996
77,0.26693425,0.26693425,11.591081513227802,997
890,0.26672256,0.26672256,11.415631579551565,998
1110,0.26639155,0.26639155,12.314653577288023,999
425,0.26637962,0.26637962,11.250082822237749,1000
226,-0.2659215,0.2659215,-10.770315647716963,1001
1391,0.2654775,0.2654775,13.229614051617316,1002
1426,-0.26542136,0.26542136,-14.60629034401092,1003
1305,-0.2652316,0.2652316,-14.362762137976912,1004
1378,-0.2650695,0.2650695,-15.737212524099593,1005
149,-0.26460478,0.26460478,-11.28929691832994,1006
173,0.2642582,0.2642582,10.673599751190523,1007
877,-0.26397544,0.26397544,-10.671635746468555,1008
534,-0.26359838,0.26359838,-11.37632681458008,1009
1420,-0.26298565,0.26298565,-13.050682889290043,1010
1102,0.26289424,0.26289424,13.14279131931559,1011
179,0.26250255,0.26250255,10.822130579276577,1012
