latent_dimension,standardized_coefficient_years_per_sd,absolute_standardized_coefficient,original_scale_coefficient,absolute_rank
59,0.3482758,0.3482758,8.468420044683059,456
255,-0.33571938,0.33571938,-8.023600791145467,457
1,-0.32924166,0.32924166,-8.28968796541767,458
311,0.32627553,0.32627553,7.728260408943938,459
399,0.31188875,0.31188875,7.235120421838162,460
79,0.3117036,0.3117036,7.87149998519832,461
281,0.3073049,0.3073049,7.410085975862578,462
113,-0.30065033,0.30065033,-7.70165555621054,463
107,-0.2905059,0.2905059,-7.477991972428047,464
204,-0.28604358,0.28604358,-6.854489850601013,465
352,-0.27709255,0.27709255,-6.978281139492013,466
351,-0.2766582,0.2766582,-6.708224050631879,467
318,0.26568368,0.26568368,6.356438732130831,468
258,-0.2631347,0.2631347,-6.541304189744526,469
432,0.2505823,0.2505823,5.7003222798444435,470
253,-0.24955603,0.24955603,-6.7199385979996,471
53,-0.24719262,0.24719262,-6.000881110923932,472
508,-0.24442117,0.24442117,-6.038985251254465,473
344,-0.24196471,0.24196471,-5.977662947110011,474
420,-0.2418361,0.2418361,-5.893453366065359,475
458,-0.24165796,0.24165796,-5.69008584494675,476
362,-0.24009982,0.24009982,-5.677303758500028,477
275,0.23919502,0.23919502,5.960256176718066,478
137,0.2329948,0.2329948,6.088805762912934,479
36,0.20358503,0.20358503,5.053664780593993,480
274,0.20147395,0.20147395,4.603947465554358,481
185,0.1964431,0.1964431,4.793038606605235,482
454,-0.19284862,0.19284862,-4.262714980282381,483
282,-0.18490866,0.18490866,-4.762313423421664,484
278,-0.18281253,0.18281253,-4.383715552638304,485
187,-0.18163358,0.18163358,-4.416259824984259,486
55,-0.1806857,0.1806857,-4.444684199443993,487
182,-0.17062587,0.17062587,-3.8911455572357494,488
299,0.15853332,0.15853332,3.7758345659084536,489
130,-0.1455606,0.1455606,-3.4729260893362484,490
439,0.13916807,0.13916807,3.19273085227156,491
389,-0.13627599,0.13627599,-3.1799371915353927,492
95,-0.13068697,0.13068697,-3.1005218879190672,493
41,-0.12843826,0.12843826,-3.0708689641727487,494
379,0.1270627,0.1270627,3.4032717418060696,495
264,0.10886183,0.10886183,2.5700532336848156,496
103,-0.10833462,0.10833462,-2.826062341550011,497
261,-0.09814529,0.09814529,-2.4333428838497113,498
